unit,indicator_id,as_of,stage,value,value_year,reassessed
BDI,infra.cybersec--national-cybersecurity-readiness,2026-07-31,,,,0
BDI,infra.cybersec--national-cybersecurity-readiness,2026-08-31,,,,0
BDI,infra.energy--grid-reliability,2026-07-31,3,5.6926,2025,0
BDI,infra.energy--grid-reliability,2026-08-31,3,5.6926,2025,0
BDI,infra.energy--rural-electrification,2026-07-31,1,3.6,2024,0
BDI,infra.energy--rural-electrification,2026-08-31,1,3.6,2024,0
BDI,infra.store--local-data-centre-capacity-all-providers,2026-07-31,1,0,2026,0
BDI,infra.store--local-data-centre-capacity-all-providers,2026-08-31,1,0,2026,0
BDI,infra.store--off-site-backup-capacity,2026-07-31,2,,,0
BDI,infra.store--off-site-backup-capacity,2026-08-31,2,,,0
BDI,tech.ai--control-of-ai-abuse,2026-07-31,2,,,0
BDI,tech.ai--control-of-ai-abuse,2026-08-31,2,,,0
BDI,tech.ai--development-of-national-regional-ai-systems,2026-07-31,2,,,0
BDI,tech.ai--development-of-national-regional-ai-systems,2026-08-31,2,,,0
BDI,tech.ai--use-of-ai-in-government-administration,2026-07-31,1,,,0
BDI,tech.ai--use-of-ai-in-government-administration,2026-08-31,1,,,0
BDI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,2,,,0
BDI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,2,,,0
BDI,tech.industry--national-capacity-in-dt-related-production,2026-07-31,3,0.1266,2025,0
BDI,tech.industry--national-capacity-in-dt-related-production,2026-08-31,3,0.1266,2025,0
BDI,tech.innovate--tech-startup-ecosystem,2026-07-31,2,,,0
BDI,tech.innovate--tech-startup-ecosystem,2026-08-31,2,,,0
BDI,tech.innovate--technology-hubs,2026-07-31,3,,,0
BDI,tech.innovate--technology-hubs,2026-08-31,3,,,0
BEN,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-07-31,3,,,0
BEN,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,3,,,0
BEN,capacity.training--dt-related-training-in-secondary-education,2026-07-31,1,4.0126,2022,0
BEN,capacity.training--dt-related-training-in-secondary-education,2026-08-31,1,4.0126,2022,0
BEN,capacity.training--dt-related-university-facilities-and-qualifications,2026-07-31,2,21.763,2022,0
BEN,capacity.training--dt-related-university-facilities-and-qualifications,2026-08-31,2,21.763,2022,0
BEN,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,3,0.3846,2022,0
BEN,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,3,0.3846,2022,0
BEN,data.open--use-of-open-data,2026-07-31,2,,,0
BEN,data.open--use-of-open-data,2026-08-31,2,,,0
BEN,data.satellite--agricultural-use-of-satellite-data,2026-07-31,2,,,0
BEN,data.satellite--agricultural-use-of-satellite-data,2026-08-31,2,,,0
BEN,data.satellite--meteorological-use-of-satellite-data,2026-07-31,,,,0
BEN,data.satellite--meteorological-use-of-satellite-data,2026-08-31,,,,0
BEN,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
BEN,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
BEN,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,2,,,0
BEN,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,2,,,0
BEN,data.statistics--statistics-from-administrative-data,2026-07-31,,,,0
BEN,data.statistics--statistics-from-administrative-data,2026-08-31,,,,0
BEN,digital.localgov--digitalisation-of-local-government-records,2026-07-31,2,,,0
BEN,digital.localgov--digitalisation-of-local-government-records,2026-08-31,2,,,0
BEN,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,2,,,0
BEN,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,2,,,0
BEN,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,3,,,0
BEN,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,3,,,0
BEN,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,3,,,0
BEN,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,3,,,0
BEN,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
BEN,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
BEN,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,2,,,0
BEN,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,2,,,0
BEN,dpi.exchange--interoperability-of-education-systems,2026-07-31,3,,,0
BEN,dpi.exchange--interoperability-of-education-systems,2026-08-31,3,,,0
BEN,dpi.exchange--interoperability-of-health-systems,2026-07-31,,,,0
BEN,dpi.exchange--interoperability-of-health-systems,2026-08-31,,,,0
BEN,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,3,,,0
BEN,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,3,,,0
BEN,dpi.exchange--national-data-exchange-system,2026-07-31,4,,,0
BEN,dpi.exchange--national-data-exchange-system,2026-08-31,4,,,0
BEN,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,4,,,0
BEN,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,4,,,0
BEN,dpi.govtech--e-government-services,2026-07-31,3,,,0
BEN,dpi.govtech--e-government-services,2026-08-31,3,,,0
BEN,dpi.id--authentication,2026-07-31,3,,,0
BEN,dpi.id--authentication,2026-08-31,3,,,0
BEN,dpi.id--digital-id-from-birth,2026-07-31,2,,,0
BEN,dpi.id--digital-id-from-birth,2026-08-31,2,,,0
BEN,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,2,,,0
BEN,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,2,,,0
BEN,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
BEN,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
BEN,dpi.id--robustness-of-system,2026-07-31,3,,,0
BEN,dpi.id--robustness-of-system,2026-08-31,3,,,0
BEN,dpi.id--use-by-other-systems,2026-07-31,3,,,0
BEN,dpi.id--use-by-other-systems,2026-08-31,3,,,0
BEN,dpi.mis--customs,2026-07-31,3,,,0
BEN,dpi.mis--customs,2026-08-31,3,,,0
BEN,dpi.mis--education,2026-07-31,3,,,0
BEN,dpi.mis--education,2026-08-31,3,,,0
BEN,dpi.mis--health,2026-07-31,3,,,0
BEN,dpi.mis--health,2026-08-31,3,,,0
BEN,dpi.mis--justice,2026-07-31,,,,0
BEN,dpi.mis--justice,2026-08-31,,,,0
BEN,dpi.mis--land,2026-07-31,3,,,0
BEN,dpi.mis--land,2026-08-31,3,,,0
BEN,dpi.mis--social-protection,2026-07-31,3,,,0
BEN,dpi.mis--social-protection,2026-08-31,3,,,0
BEN,dpi.mis--tax,2026-07-31,,,,0
BEN,dpi.mis--tax,2026-08-31,,,,0
BEN,dpi.pay--b2b-and-b2g-functionality,2026-07-31,3,,,0
BEN,dpi.pay--b2b-and-b2g-functionality,2026-08-31,3,,,0
BEN,dpi.pay--consumer-protection,2026-07-31,,,,0
BEN,dpi.pay--consumer-protection,2026-08-31,,,,0
BEN,dpi.pay--cross-border-functionality,2026-07-31,3,,,0
BEN,dpi.pay--cross-border-functionality,2026-08-31,3,,,0
BEN,dpi.pay--g2p-functionality,2026-07-31,3,,,0
BEN,dpi.pay--g2p-functionality,2026-08-31,3,,,0
BEN,dpi.pay--governance-role-of-central-bank,2026-07-31,,,,0
BEN,dpi.pay--governance-role-of-central-bank,2026-08-31,,,,0
BEN,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
BEN,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
BEN,dpi.pay--population-uptake,2026-07-31,2,51.8432,2024,0
BEN,dpi.pay--population-uptake,2026-08-31,2,51.8432,2024,0
BEN,dpi.pay--revenue-collection,2026-07-31,3,,,0
BEN,dpi.pay--revenue-collection,2026-08-31,3,,,0
BEN,dpi.registry--address-register,2026-07-31,,,,0
BEN,dpi.registry--address-register,2026-08-31,,,,0
BEN,dpi.registry--business-register,2026-07-31,2,,,0
BEN,dpi.registry--business-register,2026-08-31,2,,,0
BEN,dpi.registry--civil-register,2026-07-31,2,,,0
BEN,dpi.registry--civil-register,2026-08-31,2,,,0
BEN,dpi.registry--electoral-register,2026-07-31,3,,,0
BEN,dpi.registry--electoral-register,2026-08-31,3,,,0
BEN,dpi.registry--land-register,2026-07-31,3,,,0
BEN,dpi.registry--land-register,2026-08-31,3,,,0
BEN,dpi.registry--population-register,2026-07-31,3,,,0
BEN,dpi.registry--population-register,2026-08-31,3,,,0
BEN,dpi.registry--social-protection-register,2026-07-31,3,,,0
BEN,dpi.registry--social-protection-register,2026-08-31,3,,,0
BEN,dpi.registry--tax-register,2026-07-31,3,,,0
BEN,dpi.registry--tax-register,2026-08-31,3,,,0
BEN,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
BEN,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
BEN,finance.new--mobilisation-of-non-state-finance,2026-07-31,4,0.2917,2026,0
BEN,finance.new--mobilisation-of-non-state-finance,2026-08-31,4,0.2917,2026,0
BEN,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,,,,0
BEN,gov.discourse--open-discussion-of-government-policy,2026-07-31,,,,0
BEN,gov.discourse--open-discussion-of-government-policy,2026-08-31,,,,0
BEN,gov.legislate--access-to-information-legislation,2026-07-31,,,,0
BEN,gov.legislate--access-to-information-legislation,2026-08-31,,,,0
BEN,gov.legislate--ai-legislation-regulations,2026-08-31,1,,,0
BEN,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
BEN,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
BEN,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
BEN,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
BEN,gov.legislate--digital-payments-legislation,2026-07-31,3,,,0
BEN,gov.legislate--digital-payments-legislation,2026-08-31,3,,,0
BEN,gov.legislate--e-commerce-legislation,2026-07-31,3,,,0
BEN,gov.legislate--e-commerce-legislation,2026-08-31,3,,,0
BEN,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
BEN,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
BEN,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,3,,,0
BEN,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,3,,,0
BEN,gov.legislate--statistics-legislation,2026-07-31,3,,,0
BEN,gov.legislate--statistics-legislation,2026-08-31,3,,,0
BEN,gov.policy--ai-strategy,2026-07-31,3,,,0
BEN,gov.policy--ai-strategy,2026-08-31,3,,,0
BEN,gov.policy--broadband-strategy,2026-07-31,3,,,0
BEN,gov.policy--broadband-strategy,2026-08-31,3,,,0
BEN,gov.policy--data-governance-policy,2026-07-31,2,,,0
BEN,gov.policy--data-governance-policy,2026-08-31,2,,,0
BEN,gov.policy--data-interoperability-framework-roadmap,2026-07-31,2,,,0
BEN,gov.policy--data-interoperability-framework-roadmap,2026-08-31,2,,,0
BEN,gov.policy--data-localisation-policies,2026-07-31,2,,,0
BEN,gov.policy--data-localisation-policies,2026-08-31,2,,,0
BEN,gov.policy--data-storage-cloud-strategy,2026-07-31,,,,0
BEN,gov.policy--data-storage-cloud-strategy,2026-08-31,,,,0
BEN,gov.policy--digital-transformation-strategy,2026-07-31,2,,,0
BEN,gov.policy--digital-transformation-strategy,2026-08-31,2,,,0
BEN,gov.policy--ict-strategy,2026-07-31,2,,,0
BEN,gov.policy--ict-strategy,2026-08-31,2,,,0
BEN,gov.policy--open-data-policy,2026-07-31,,,,0
BEN,gov.policy--open-data-policy,2026-08-31,,,,0
BEN,gov.protect--data-protection-authority,2026-07-31,3,,,0
BEN,gov.protect--data-protection-authority,2026-08-31,3,,,0
BEN,gov.protect--national-data-protection-readiness,2026-07-31,3,,,0
BEN,gov.protect--national-data-protection-readiness,2026-08-31,3,,,0
BEN,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
BEN,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
BEN,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
BEN,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
BEN,gov.regional--regional-policy-collaboration,2026-07-31,3,,,0
BEN,gov.regional--regional-policy-collaboration,2026-08-31,3,,,0
BEN,gov.regional--shared-regional-infrastructure,2026-07-31,3,,,0
BEN,gov.regional--shared-regional-infrastructure,2026-08-31,3,,,0
BEN,gov.standards--adoption-of-international-standards,2026-07-31,,,,0
BEN,gov.standards--adoption-of-international-standards,2026-08-31,2,,,0
BEN,gov.standards--national-interoperability-standards,2026-07-31,3,,,0
BEN,gov.standards--national-interoperability-standards,2026-08-31,3,,,0
BEN,include.access--citizen-feedback-portals,2026-07-31,2,,,0
BEN,include.access--citizen-feedback-portals,2026-08-31,2,,,0
BEN,include.access--citizen-participation-in-policy,2026-07-31,,,,0
BEN,include.access--citizen-participation-in-policy,2026-08-31,,,,0
BEN,include.access--inclusion-of-persons-with-disabilities,2026-07-31,,,,0
BEN,include.access--inclusion-of-persons-with-disabilities,2026-08-31,,,,0
BEN,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,3,,,0
BEN,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,3,,,0
BEN,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
BEN,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
BEN,infra.connect--internet-exchange-points,2026-07-31,3,,,0
BEN,infra.connect--internet-exchange-points,2026-08-31,3,,,0
BEN,infra.connect--internet-usage,2026-07-31,2,34,2024,0
BEN,infra.connect--internet-usage,2026-08-31,2,34,2024,0
BEN,infra.connect--mobile-affordability,2026-07-31,1,6.89,2025,0
BEN,infra.connect--mobile-affordability,2026-08-31,1,6.89,2025,0
BEN,infra.connect--mobile-penetration,2026-07-31,3,65,2024,0
BEN,infra.connect--mobile-penetration,2026-08-31,3,65,2024,0
BEN,infra.connect--national-fibre-backbone,2026-07-31,3,,,0
BEN,infra.connect--national-fibre-backbone,2026-08-31,3,,,0
BEN,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,3,,,0
BEN,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,3,,,0
BEN,infra.cybersec--national-cybersecurity-readiness,2026-07-31,4,,,0
BEN,infra.cybersec--national-cybersecurity-readiness,2026-08-31,4,,,0
BEN,infra.energy--grid-reliability,2026-07-31,2,8.0007,2024,0
BEN,infra.energy--grid-reliability,2026-08-31,2,8.0007,2024,0
BEN,infra.energy--rural-electrification,2026-07-31,2,45,2024,0
BEN,infra.energy--rural-electrification,2026-08-31,2,45,2024,0
BEN,infra.store--local-data-centre-capacity-all-providers,2026-07-31,3,1,2026,0
BEN,infra.store--local-data-centre-capacity-all-providers,2026-08-31,3,1,2026,0
BEN,infra.store--local-data-centre-capacity-national-providers,2026-07-31,1,0,2026,0
BEN,infra.store--local-data-centre-capacity-national-providers,2026-08-31,1,0,2026,0
BEN,infra.store--off-site-backup-capacity,2026-07-31,2,,,0
BEN,infra.store--off-site-backup-capacity,2026-08-31,2,,,0
BEN,tech.ai--control-of-ai-abuse,2026-07-31,2,,,0
BEN,tech.ai--control-of-ai-abuse,2026-08-31,2,,,0
BEN,tech.ai--development-of-national-regional-ai-systems,2026-07-31,2,,,0
BEN,tech.ai--development-of-national-regional-ai-systems,2026-08-31,2,,,0
BEN,tech.ai--use-of-ai-in-government-administration,2026-07-31,,,,0
BEN,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
BEN,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,3,,,0
BEN,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,3,,,0
BEN,tech.industry--national-capacity-in-dt-related-production,2026-07-31,2,0.0713,2023,0
BEN,tech.industry--national-capacity-in-dt-related-production,2026-08-31,2,0.0713,2023,0
BEN,tech.innovate--tech-startup-ecosystem,2026-07-31,3,,,0
BEN,tech.innovate--tech-startup-ecosystem,2026-08-31,3,,,0
BEN,tech.innovate--technology-hubs,2026-07-31,3,,,0
BEN,tech.innovate--technology-hubs,2026-08-31,3,,,0
BFA,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-07-31,3,,,0
BFA,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,3,,,0
BFA,capacity.training--dt-related-training-in-secondary-education,2026-07-31,1,2.4612,2024,0
BFA,capacity.training--dt-related-training-in-secondary-education,2026-08-31,1,2.4612,2024,0
BFA,capacity.training--dt-related-university-facilities-and-qualifications,2026-07-31,2,25.3375,2022,0
BFA,capacity.training--dt-related-university-facilities-and-qualifications,2026-08-31,2,25.3375,2022,0
BFA,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,1,0.1907,2023,0
BFA,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,1,0.1907,2023,0
BFA,data.open--use-of-open-data,2026-07-31,,,,0
BFA,data.open--use-of-open-data,2026-08-31,,,,0
BFA,data.satellite--agricultural-use-of-satellite-data,2026-07-31,2,,,0
BFA,data.satellite--agricultural-use-of-satellite-data,2026-08-31,2,,,0
BFA,data.satellite--meteorological-use-of-satellite-data,2026-07-31,3,,,0
BFA,data.satellite--meteorological-use-of-satellite-data,2026-08-31,3,,,0
BFA,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
BFA,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
BFA,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,,,,0
BFA,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,,,,0
BFA,data.statistics--statistics-from-administrative-data,2026-07-31,,,,0
BFA,data.statistics--statistics-from-administrative-data,2026-08-31,,,,0
BFA,digital.localgov--digitalisation-of-local-government-records,2026-07-31,3,,,0
BFA,digital.localgov--digitalisation-of-local-government-records,2026-08-31,3,,,0
BFA,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,2,,,0
BFA,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,3,,,0
BFA,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,3,,,0
BFA,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,2,,,0
BFA,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,2,,,0
BFA,dpi.exchange--interoperability-of-education-systems,2026-07-31,2,,,0
BFA,dpi.exchange--interoperability-of-education-systems,2026-08-31,2,,,0
BFA,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
BFA,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
BFA,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
BFA,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
BFA,dpi.exchange--national-data-exchange-system,2026-07-31,,,,0
BFA,dpi.exchange--national-data-exchange-system,2026-08-31,,,,0
BFA,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,3,,,0
BFA,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,3,,,0
BFA,dpi.govtech--e-government-services,2026-07-31,3,,,0
BFA,dpi.govtech--e-government-services,2026-08-31,3,,,0
BFA,dpi.id--authentication,2026-07-31,,,,0
BFA,dpi.id--authentication,2026-08-31,,,,0
BFA,dpi.id--digital-id-from-birth,2026-07-31,2,,,0
BFA,dpi.id--digital-id-from-birth,2026-08-31,2,,,0
BFA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,2,,,0
BFA,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,2,,,0
BFA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
BFA,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
BFA,dpi.id--robustness-of-system,2026-07-31,2,,,0
BFA,dpi.id--robustness-of-system,2026-08-31,2,,,0
BFA,dpi.id--use-by-other-systems,2026-07-31,,,,0
BFA,dpi.id--use-by-other-systems,2026-08-31,,,,0
BFA,dpi.mis--customs,2026-07-31,2,,,0
BFA,dpi.mis--customs,2026-08-31,2,,,0
BFA,dpi.mis--education,2026-07-31,2,,,0
