slug,display,basis,sources
avante,AVANTE,full,2
avanti-communications,CEO of Avanti Communications,full,1
avanz-capital-egypt,Avanz Capital Egypt,full,1
avatar-technologies,Avatar Technologies,full,1
avca,AVCA Research,full,1
avid-information-technology,AVID Information Technology,full,1
awarri,Awarri,full,1
awash-bank,Awash Bank,full,1
aws,Amazon Web Services,acronym,2
axelspace,Axelspace,full,1
axian-group,AXIAN,full,1
axian-telecom,AXIAN Telecom,full,5
axione-gabon,Axione Gabon,full,2
axiz,Establishes the Axiz,full,1
ayooka,Ayooka,full,1
azamra,Azamra,full,1
azercosmos,Azercosmos,full,1
azubi-africa,Azubi Africa,full,1
b-bbee-ict-sector-council,B-BBEE ICT Sector Council,full,1
b-masango,NW1941 Masango,full,1
backbone-connectivity-network,Backbone Connectivity Network,full,1
backbone-connectivity-network-nigeria,Backbone Connectivity Network Nigeria,full,1
bacsa,Business Against Crime South Africa,acronym,1
bad,La Bad,full,1
badea,BADEA,full,1
badili,Badili,full,1
baidoa-municipality,Today Baidoa Municipality,full,1
baladiyabot,BaladiyaBOT,full,1
baltic-computer-systems,Nortal and Baltic Computer Systems,full,1
bamboo,Bamboo,full,1
banadir-regional-administration,Banadir Regional Administration,full,1
banco-africano-de-investimentos,Banco Africano de Investimentos,full,1
banco-bcs,Banco BCS,full,1
banco-de-cabo-verde,Banco de Cabo Verde,full,9
banco-de-desenvolvimento-de-angola,Banco de Desenvolvimento de Angola,full,1
banco-de-desenvolvimento-de-mocambique,Banco de Desenvolvimento,partial,1
banco-de-fomento-angola,Banco de Fomento Angola,full,1
banco-santander,Banco Santander,full,2
bandwidth-and-cloud-services-group,Bandwidth and Cloud Services Group,full,1
bange,BANGE,full,2
bange-bank-cameroun,Bange Bank Cameroun,full,1
bange-gnq,BANGE,full,1
bango,Bango,full,1
bank-al-maghrib,Bank Al-Maghrib,full,7
bank-of-abyssinia,Bank of Abyssinia,full,1
bank-of-africa,Bank of Africa,full,1
bank-of-algeria,Bank of Algeria,full,1
bank-of-botswana,Bank of Botswana,full,10
bank-of-china,Bank of China,full,9
bank-of-commerce-and-development-libya,Bank of Commerce and Development,full,1
bank-of-eritrea,Bank of Eritrea,full,2
bank-of-ghana,Bank of Ghana,full,12
bank-of-industry,Bank of Industry,full,1
bank-of-industry-nigeria,Bank of Industry,full,1
bank-of-khartoum,Bank of Khartoum,full,4
bank-of-kigali,Bank of Kigali,full,1
bank-of-mauritius,Bank of Mauritius,full,10
bank-of-namibia,Bank of Namibia,full,11
bank-of-sierra-leone,Bank of Sierra Leone,full,9
bank-of-south-sudan,Bank of South Sudan,full,10
bank-of-tanzania,Bank of Tanzania,full,7
bank-of-uganda,Bank of Uganda,full,10
bank-of-zambia,Bank of Zambia,full,12
bank-windhoek,Bank Windhoek,full,5
bankak,Bankak,full,3
bankcompar,BankCompar,full,1
banking-institutions-act-2023-namibia,Banking Institutions Act,partial,1
banky-foiben-i-madagasikara,Banky Foiben'i Madagasikara,full,1
banque-atlantique,Banque Atlantique,full,1
banque-centrale-de-mauritanie,Banque Centrale de Mauritanie,full,1
banque-centrale-djibouti,Banque Centrale de Djibouti,full,4
banque-centrale-du-congo,Banque Centrale du Congo,full,3
banque-commerciale-du-burkina,Banque Commerciale du Burkina,full,1
banque-de-france,Banque de France,full,1
banque-mondiale,Banque Mondiale,full,1
banque-nationale-de-guinee,Banque Nationale de Guinée,partial,1
baobab,Baobab,full,2
baobab-bank,Baobab Bank,full,1
bareedi-egypt,Bareedi,full,1
barnks-forte-technologies,Barnks-forte Technologies Ltd,full,1
basa,Banking Association of South Africa,acronym,1
base-de-dados-de-cidadaos-maiores-angola,Base de Dados de Cidadãos Maiores,partial,2
basel-ii,BASEL II,full,1
basic-health-care-provision-fund,Basic Health Care Provision Fund,full,1
bayer-foundation,Bayer Foundation,full,1
bayobab,Bayobab,full,6
bbs-burundi,Burundi Backbone System,acronym,2
bc-access,BC Access,full,1
bcc-comoros,La BCC,full,2
bceao,BCEAO,full,9
bclcc,BCLCC,full,3
bcnudh,BCNUDH,full,1
bcpfs-cote-divoire,BCPFS,full,1
bcrg,B.C.R.G,acronym,1
bcx,Within BCX,full,1
beac,La BEAC,full,1
bede-wallet,Bede' Digital Wallet,full,1
bedigital,BeDigital,full,2
begerpo-sarl,Begerpo Sarl,full,1
belmoney,Belmoney,full,2
belt-and-road-initiative,Belt and Road Initiative,full,2
ben-murray-bruce,Ben Murray-Bruce,full,1
bena-care,Bena Care,full,1
benin-ix,BENIN-IX,full,1
benin-telecoms-sa,Benin Telecoms,full,1
beninnovation,Beninnovation,full,1
benue-digital-infrastructure-company,Benue Digital Infrastructure Company,full,1
benue-state-government,Benue State,partial,1
bergmans-security-consultants,Bergmans Security Consultants,full,1
bertin-nahum,Bertin Nahum,full,1
better-auth,Better Auth,full,1
better-than-cash-alliance,Better Than Cash Alliance,full,1
beyon-connect,Beyon Connect,full,2
beyond-ai-initiative,Beyond AI Initiative,full,1
bf-ministry-of-health,Ministry of Health,partial,3
bfa-asset-management,BFA Asset Management,full,1
bfix,BFIX ED,full,1
bfm-madagascar,Banky Foiben'i Madagasikara,acronym,1
bfree,BFREE,full,1
bgb-solutions,BGB SOLUTIONS S.A,full,1
bgfi-services,BGFI Services,full,1
bgfibank-cameroun,BGFIBank Cameroun,full,2
bgfibank-gabon,BGFIBank,full,1
bhashini,BHASHINI,full,1
bhutan-ndi,Bhutan NDI,full,2
bianco-madagascar,BIANCO,full,1
bic-somali-project,BIC Somali Project,full,1
bic-uemoa,Bic-Uemoa,full,1
bigdata-ghana,BigData Ghana,full,1
biic-benin,La BIIC,full,1
bilhete-de-identidade-angola,Bilhete de Identidade,full,12
bill,Bill Anderson,full,1
binance,Binance,full,1
bio-key-international,BIO-key International,full,1
bioenable,BioEnable,full,1
biofund-mozambique,BIOFUND,full,1
bipa-namibia,Business and Intellectual Property Authority,acronym,3
bitdeer,Bitdeer,full,1
bitoshi,Bitoshi,full,1
bitri,Botswana Institute for Technology Research and Innovation,acronym,1
bjorn-soren-gigler,Bjorn-Soren Gigler,full,1
blackrock,BlackRock,full,1
blaise-azitemina,Blaise Azitemina Responsable,full,1
blantyre-city-council,Blantyre City Council,full,1
blantyre-district-council,Blantyre District Council,full,1
blerta-cela,Blerta Cela,full,1
blnk,Newsfeed Blnk,full,1
blockchain-africa,Blockchain Africa,full,1
blockchain-capital,Blockchain Capital,full,1
blockchain-for-good-alliance,Blockchain for Good Alliance,full,1
blockradar,Blockradar,full,1
bloggers-association-of-kenya,Bloggers Association of Kenya,full,1
bloggers-of-zambia,Bloggers of Zambia,full,2
bloomberg,Bloomberg,full,2
bloomberg-philanthropies,Bloomberg Philanthropies,full,1
blu-label,Blu Label Unlimited,acronym,3
blu-penguin,Blu Penguin,full,1
blue-cloud-softech,Blue Cloud Softech,full,1
blue-money,Blue Money,full,1
bluepeak,BluePeak,full,1
bluesquare,Bluesquare,full,1
bmi-ci-finances,BMI-CI FINANCES,full,1
bmi-wfs,Bmi-Wfs,full,1
bmz,BMZ-funded,full,1
bn-gpb-burkina-faso,BN-GPB,full,1
bna-angola,Banco Nacional de Angola,acronym,8
bnetd,BNETD,full,2
bnft-chad,BNFT. Elle,full,1
bngrc-madagascar,BNGRC,full,1
bnm-madagascar,Le Budget du BNM,full,1
boad,La BOAD,full,1
board-of-healthcare-funders,Board of Healthcare Funders,full,1
bocongo,BOCONGO,full,1
bocra,BOCRA,full,10
bodiva,BODIVA,full,7
bofinet,BoFiNet,full,8
bokeli,Bokeli,full,1
bola-tinubu,President Bola Tinubu,full,1
bonews,BONews,full,1
border-management-authority,Border Management Authority,full,8
border-management-authority-south-africa,Border Management Authority,full,1
borlli-michel-jonas-some,Borlli Michel Jonas Somé,full,1
boston-consulting-group,Boston Consulting Group,full,1
bosun-tijani,Bosun Tijani,full,8
botho-university,Botho University,full,2
botsat-1,BOTSAT-1,full,6
botswana-accountancy-college,Botswana Accountancy College,full,1
botswana-animal-information-and-traceability-system,Botswana Animal Information and Traceability System,full,1
botswana-bureau-of-standards,Botswana Bureau of Standards,full,2
botswana-cybercrime-act,Cybercrime Act,full,1
botswana-data-protection-act,Data Protection Act,full,1
botswana-digital-and-innovation-hub,Botswana Digital and Innovation Hub,full,3
botswana-digital-innovation-hub,Botswana Digital Innovation Hub,full,1
botswana-digital-services-bill,Draft Digital Services Bill,full,1
botswana-economic-transformation-programme,Botswana Economic Transformation Programme,full,1
botswana-energy-regulatory-authority,Botswana Energy Regulatory Authority,full,1
botswana-innovation-fund,Botswana Innovation Fund,full,4
botswana-innovation-hub,Botswana Innovation Hub,full,2
botswana-international-university-of-science-and-technology,Botswana International University of Science and Technology,full,2
botswana-investment-and-trade-centre,Botswana Investment and Trade Centre,full,1
botswana-national-commission-for-unesco,Botswana National Commission for UNESCO,full,1
botswana-national-research-agenda,National Research Agenda,full,1
botswana-police-service,Botswana Police Service,full,3
botswana-speaks,Botswana Speaks,full,1
botswana-tech-fund,Botswana Tech Fund,full,5
botswana-telecommunications-corporation,Botswana Telecommunications Corporation,full,3
botswana-unified-revenue-service,Botswana Unified Revenue Service,full,6
botswana-university-of-information-science-and-technology,Botswana University of Information Science and Technology,full,1
botswana-virtual-asset-act,Virtual Asset Act,full,1
bouho-ai,De Bouho AI,full,1
boukar-michel,Boukar Michel,full,3
boumediene-senouci,Boumediene Senouci,full,1
bpifrance,Bpifrance,full,1
brac-university,BRAC University,full,1
brad-smith,Brad Smith,full,2
brain-builders-youth-development-initiative,Brain Builders Youth Development Initiative,full,1
brainsat,BrainSAT,full,1
branch-international,Branch International,full,1
brastorne-enterprises,Brastorne Enterprises,full,1
brefons,BREFONS,full,1
brela-tanzania,BRELA,full,1
brenton-van-vrede,Brenton van Vrede,full,1
briclinks-africa,Briclinks Africa,full,1
brics,BRICS,full,2
brics-pay,BRICS Pay,full,1
bridge-fiber-solutions,Bridge Fiber Solutions,full,1
bridge-open-access,Bridge Open Access,full,1
bridgforte,Bridgforte,full,2
britacom,BRITACOM,full,1
britam-uganda,Britam Uganda,full,1
briter-bridges,Briter Bridges,full,1
british-international-investment,British International Investment,full,12
broadband-commission-for-sustainable-development,Broadband for Sustainable Development Programme,partial,1
broadband-systems-corporation,Broadband Systems Corporation,full,6
broadcasting-authority-of-zimbabwe,Broadcasting Authority of Zimbabwe,full,1
brondy-sarl,BRONDY SARL Adresse,full,1
brookings,Brookings,full,2
bruna-siricio,Bruna Siricio,full,1
bruno-castro,Bruno Castro,full,2
bruno-nabagne-kone,Bruno N Kone,partial,1
bsg-technologies,BSG and Technologies,full,1
bubble-mozambique,Bubble,full,1
bucrep-cameroon,BUCREP,full,1
budapest-convention,Budapest Convention,full,6
budget-office-of-the-federation-nigeria,Budget Office,partial,1
budgit,BudgIT,full,2
build-up,Build Up,full,1
built-financial-technologies,Built Financial Technologies,full,1
bujahub,BujaHub,full,1
bundeskartellamt,Bundeskartellamt,full,1
bunec,BUNEC,full,10
bureau-of-market-research,Bureau of Market Research,full,1
bureau-of-statistics-and-census-libya,Bureau of Statistics and Census,full,1
burinfort,Burinfort,full,1
burkina-faso,Burkina Faso,full,1
burundipay,BurundiPay,full,5
busara-center-for-behavioral-economics,Busara Center for Behavioral Economics,full,1
busha,Busha,full,1
business-and-intellectual-property-authority-namibia,Business and Intellectual Property Agency,partial,1
business-botswana,Business Botswana,full,2
business-mauritius,Business Mauritius,full,1
business-registration-service,Business Registration Service,full,1
bvnk,LemFi BVNK,full,1
bybit,Bybit,full,1
byes-and-ways-limited,Byes and Ways Limited,full,1
c-and-a-law,C&A Law,full,1
cabinet-committee-on-legislation-namibia,Cabinet Committee,partial,1
cabinet-danielle-moukouri,Le Cabinet Danielle Moukouri,full,1
cabinet-of-namibia,Cabinet,full,2
cabinet-of-seychelles,Seychelles. Cabinet,full,1
cabinet-of-the-gambia,Cabinet,full,1
cabinet-office-zambia,Cabinet Office,full,3
cable-and-wireless-seychelles,Cable and Wireless Seychelles,full,1
cable-consortium-of-liberia,Cable Consortium of Liberia,full,2
cabo-verde,Cabo Verde,full,2
cabo-verde-digital,Cabo Verde Digital,full,5
cad4tb,CAD4TB,full,1
cadastre-congo,Cadastre,full,1
cadastro-social-unico-sao-tome,Cadastro Social,partial,2
cadeco,CADECO,full,3
cadnac,CADNAC,full,1
cafeone,CafeOne,full,1
cafi,Central African Forest Initiative,acronym,1
cafi-entrepreneurship-hub-lesotho,CAFI ENTREPRENEURSHIP HUB LAUNCHES,full,1
cafrad,CAFRAD,full,1
caict,CAICT,full,1
caidp,CAIDP,full,2
caidp-cote-divoire,CAIDP,full,1
caiga,Council of African Internet Governance Agencies,acronym,1
caimex,CAIMEx,full,3
caimsa,CAIMSA,full,1
caip-guinea,La CAIP,full,1
cairo-court-of-appeal,Cairo Court of Appeal,full,1
caisff-mali,CAISFF,full,1
caliza,Caliza,full,1
calp-network,CALP Network,full,1
camcih,CAMCIH,full,1
camcis,CAMCIS,full,3
cameps-congo,Cameps,full,1
cameroon-baccalaureate-office,Cameroon Baccalaureate Office,full,1
cameroon-customs,Cameroon Customs,full,1
cameroon-ministry-of-defense-mindef,Cameroon Ministry of Defense,partial,1
cameroon-ministry-of-economy-planning,Cameroon Ministry of Economy,partial,4
cameroon-ministry-of-economy-planning-and-regional-development,Planning and Regional Development,partial,1
cameroon-ministry-of-posts-and-telecommunications,Ministry of Posts and Telecommunications,full,1
cameroon-ministry-of-public-health,Ministry of Health,partial,1
cameroon-national-printing-press,Cameroon National Printing Press,full,1
cameroon-telecommunications,Cameroon Telecommunications,full,1
cames,OHADA and CAMES,full,1
camix,CAMIX,full,2
camp,Canadian Anti-Monopoly Project,acronym,1
campost,Campost,full,3
campus-france,Campus France,full,1
campusfaso,De CampusFaso,full,1
camrail,Camrail,full,1
camtel,CAMTEL,full,6
camtrack,Camtrack,full,1
camusat,Camusat,full,1
camwater,Camwater,full,1
canalink,Canalink,full,1
canam-mali,La CANAM,full,1
canar-telecommunication,Canar Telecommunication,full,1
capacity-accelerator-network,Capacity Accelerator Network,full,1
capf,Central Africa Peering Forum,acronym,1
capfor-mauritius,CAPFOR Mauritius,full,1
capgemini,Capgemini,full,1
capgemini-morocco,Capgemini,full,1
capital-for-good,Capital for Good,full,1
capital-market-authority-ethiopia,Capital Market Authority,full,1
capital-markets-and-securities-authority-tanzania,Capital Markets and Securities Authority,full,1
capital-markets-authority-kenya,Capital Markets Authority,full,4
capital-pay,Capital Pay,full,3
capitec,Capitec,full,4
capitec-connect,Capitec Connect,full,1
capmas,CAPMAS,full,1
capmas-egypt,CAPMAS,full,4
capss,CAPSS,full,1
car-meme-coin,CAR MEME COIN The CAR,full,1
cardinalstone,CardinalStone Group,full,2
cardip,CARDIP,full,2
care-algeria,Pour le CARE,full,1
caresom,CARESOM,full,1
carfo,CARFO,full,1
caria-congo,CARIA,full,7
caribou,Caribou,full,5
caricom,CARICOM,full,1
carlos-de-lemos,Carlos de Lemos,full,1
carnegie-endowment,Carnegie Endowment for International Peace,full,3
carnegie-endowment-for-international-peace,Carnegie Endowment for International Peace,full,1
carnegie-mellon-university,Carnegie Mellon University,full,1
carnegie-mellon-university-africa,Carnegie Mellon University Africa,full,4
carolina-cerqueira,Carolina Cerqueira. Promulgada,full,1
cas-ix-morocco,CAS-IX,full,1
casablanca-settat-region,Casablanca-Settat,partial,1
cascador,Cascador,full,2
cash-consortium-of-sudan,Cash Consortium of Sudan,full,1
cashi-chad,Cashi,full,1
cassa-depositi-e-prestiti,Cassa Depositi,partial,1
cassava-technologies,Cassava Technologies,full,9
catalyst-fund,Catalyst Fund,full,1
cathay-africinvest-innovation-fund,Cathay AfricInvest Innovation Fund,full,1
cathay-africinvest-innovation-fund-i,Cathay AfricInvest Innovation Fund,full,1
catherine-nakalembe,Catherine Nakalembe,full,1
catholic-relief-services,Catholic Relief Services,full,1
cauridor,Cauridor,full,3
cavaleros,Cavaleros,full,2
cbn,Central Bank of Nigeria,acronym,11
cbrain,CBrain Consulting,full,1
cca-bank,CCA-Bank,full,4
ccaf,Cambridge Centre for Alternative Finance,acronym,3
ccak-cote-divoire,Le Conseil Coton Anacarde Karité,acronym,1
ccardesa,CCARDESA,full,1
ccenif-angola,CCENIF,full,1
cci-bf,CCI-BF,full,3
ccma,Nconco. The CCMA,full,1
ccmg-zambia,Christian Churches Monitoring Group,acronym,1
ccpac,Ccpac,full,1
ccpe-zon,Le CCPE-ZON,full,1
cdac-network,CDAC Network,full,2
cdc-ci,CDC-CI,full,3
cdc-us,US CDC,full,1
cdd,Centre for Democracy and Development,acronym,1
cdhc-cameroon,La CDHC,full,1
cdp-senegal,La Cdp,full,1
cdpi,Center for Digital Public Infrastructure,acronym,1
cecil-masiga,Cecil Masiga,full,2
cecome-guinea-bissau,CECOME,full,1
ced-cameroon,Centre for Environment and Development,acronym,1
cedeao,CEDEAO,full,1
cedia-madagascar,CEDIA,full,1
cedimo,CEDIMO,full,1
cedsif-mozambique,CEDSIF,full,2
cefod-chad,CEFOD,full,1
cei-africa,CEI Africa,full,1
ceiec,CEIEC,full,4
cell-c,Cell C,full,7
celltel-networks,Celltel Networks Limited,full,2
cellular-expert,Cellular Expert,full,1
celtiis,Celtiis,full,5
celtiis-cash,Celtiis Cash. Malgré,full,1
cemac,CEMAC,full,9
cemastea,CEMASTEA,full,2
cen-sao-tome,Comissão Eleitoral Nacional,acronym,1
cenadep,Cenadep,full,1
cenadi,CENADI,full,3
cenadi-cameroon,Cenadi,full,1
cenarest-gabon,CENAREST,full,1
cenatel-benin,Le CENATEL,full,1
cenfri,Cenfri,full,6
ceni-burkina-faso,CENI. Article,full,1
ceni-drc,La CENI,full,1
ceni-madagascar,CENI de Madagascar,full,1
ceni-togo,Commission Electorale Nationale Independante,acronym,1
cenored,CENORED,full,1
cenou-guinea,CENOU,full,1
centenary-bank,Centenary Bank,full,1
centenary-bank-malawi,Centenary Bank,full,1
centenary-group,Centenary,full,1
centenary-group-data-centre,Centenary Group Data Centre,full,1
centenary-technology-services,Centenary Technology Services,full,1
center-for-democracy-and-technology,Center for Democracy,partial,1
center-for-transparency-and-accountability-in-liberia,Center for Transparency and Accountability,full,2
centif-benin,Centif,full,1
centif-togo,CENTIF-Togo,full,1
central-african-backbone,Central African Backbone,full,3
central-african-republic,Central African Republic,full,1
central-bank-mauritania,Central Bank of Mauritania,full,2
central-bank-of-egypt,Central Bank of Egypt,full,8
